Date,Sentiment
2019-01-13,0.794
2019-01-14,0.695
2019-01-15,0.839
2019-01-16,0.713
2019-01-17,0.76
2019-01-18,0.829
2019-01-19,0.93
2019-01-20,0.8
2019-01-21,0.857
2019-01-22,0.806
2019-01-23,0.8
2019-01-24,0.616
2019-01-25,0.69
2019-01-26,0.761
2019-01-27,0.882
2019-01-28,0.698
2019-01-29,0.686
2019-01-30,0.752
2019-01-31,0.744
2019-02-01,0.696
2019-02-02,0.8
2019-02-03,0.818
2019-02-04,0.817
2019-02-05,0.759
2019-02-06,0.761
2019-02-07,0.708
2019-02-08,0.747
2019-02-09,0.785
2019-02-10,0.781
2019-02-11,0.762
2019-02-12,0.843
2019-02-13,0.743
2019-02-14,0.726
2019-02-15,0.808
2019-02-16,0.806
2019-02-17,0.83
2019-02-18,0.84
2019-02-19,0.865
2019-02-20,0.75
2019-02-21,0.827
2019-02-22,0.772
2019-02-23,0.723
2019-02-24,0.736
2019-02-25,0.841
2019-02-26,0.807
2019-02-27,0.844
2019-02-28,0.817
2019-03-01,0.808
2019-03-02,0.872
2019-03-03,0.913
2019-03-04,0.812
2019-03-05,0.907
2019-03-06,0.848
2019-03-07,0.848
2019-03-08,0.792
2019-03-09,0.774
2019-03-10,0.885
2019-03-11,0.817
2019-03-12,0.73
2019-03-13,0.835
2019-03-14,0.836
2019-03-15,0.784
2019-03-16,0.75
2019-03-17,0.81
2019-03-18,0.811
2019-03-19,0.803
2019-03-20,0.891
2019-03-21,0.752
2019-03-22,0.714
2019-03-23,0.846
2019-03-24,0.791
2019-03-25,0.889
2019-03-26,0.797
2019-03-27,0.8
2019-03-28,0.855
2019-03-29,0.867
2019-03-30,0.724
2019-03-31,0.821
2019-04-01,0.789
2019-04-02,0.794
2019-04-03,0.882
2019-04-04,0.787
2019-04-05,0.837
2019-04-06,0.71
2019-04-07,0.75
2019-04-08,0.822
2019-04-09,0.77
2019-04-10,0.81
2019-04-11,0.865
2019-04-12,0.787
2019-04-13,0.81
2019-04-14,0.796
2019-04-15,0.788
2019-04-16,0.743
2019-04-17,0.836
2019-04-18,0.75
2019-04-19,0.724
2019-04-20,0.8
2019-04-21,0.85
2019-04-22,0.742
2019-04-23,0.79
2019-04-24,0.806
2019-04-25,0.784
2019-04-26,0.804
2019-04-27,0.837
2019-04-28,0.854
2019-04-29,0.825
2019-04-30,0.799
2019-05-01,0.776
2019-05-02,0.791
2019-05-03,0.837
2019-05-04,0.837
2019-05-05,0.812
2019-05-06,0.731
2019-05-07,0.741
2019-05-08,0.765
2019-05-09,0.778
2019-05-10,0.755
2019-05-11,0.775
2019-05-12,0.722
2019-05-13,0.719
2019-05-14,0.789
2019-05-15,0.734
2019-05-16,0.799
2019-05-17,0.718
2019-05-18,0.839
2019-05-19,0.87
2019-05-20,0.709
2019-05-21,0.841
2019-05-22,0.736
2019-05-23,0.685
2019-05-24,0.785
2019-05-25,0.8
2019-05-26,0.773
2019-05-27,0.848
2019-05-28,0.812
2019-05-29,0.729
2019-05-30,0.812
2019-05-31,0.812
2019-06-01,0.697
2019-06-02,0.694
2019-06-03,0.66
2019-06-04,0.766
2019-06-05,0.855
2019-06-06,0.806
2019-06-07,0.821
2019-06-08,0.815
2019-06-09,0.784
2019-06-10,0.764
2019-06-11,0.773
2019-06-12,0.849
2019-06-13,0.859
2019-06-14,0.887
2019-06-15,0.8
2019-06-16,0.818
2019-06-17,0.782
2019-06-18,0.75
2019-06-19,0.813
2019-06-20,0.787
2019-06-21,0.788
2019-06-22,0.827
2019-06-23,0.868
2019-06-24,0.775
2019-06-25,0.715
2019-06-26,0.757
2019-06-27,0.67
2019-06-28,0.825
2019-06-29,0.609
2019-06-30,0.738
2019-07-01,0.804
2019-07-02,0.773
2019-07-03,0.777
2019-07-04,0.731
2019-07-05,0.8
2019-07-06,0.87
2019-07-07,0.943
2019-07-08,0.765
2019-07-09,0.838
2019-07-10,0.827
2019-07-11,0.733
2019-07-12,0.85
2019-07-13,0.765
2019-07-14,0.773
2019-07-15,0.746
2019-07-16,0.742
2019-07-17,0.741
2019-07-18,0.768
2019-07-19,0.735
2019-07-20,0.735
2019-07-21,0.88
2019-07-22,0.79
2019-07-23,0.85
2019-07-24,0.81
2019-07-25,0.764
2019-07-26,0.819
2019-07-27,0.775
2019-07-28,0.862
2019-07-29,0.692
2019-07-30,0.833
2019-07-31,0.746
2019-08-01,0.772
2019-08-02,0.677
2019-08-03,0.786
2019-08-04,0.72
2019-08-05,0.756
2019-08-06,0.755
2019-08-07,0.804
2019-08-08,0.78
2019-08-09,0.818
2019-08-10,0.565
2019-08-11,0.71
2019-08-12,0.788
2019-08-13,0.761
2019-08-14,0.763
2019-08-15,0.796
2019-08-16,0.733
2019-08-17,0.75
2019-08-18,0.771
2019-08-19,0.847
2019-08-20,0.741
2019-08-21,0.83
2019-08-22,0.611
2019-08-23,0.72
2019-08-24,0.737
2019-08-25,0.619
2019-08-26,0.743
2019-08-27,0.779
2019-08-28,0.757
2019-08-29,0.825
2019-08-30,0.827
2019-08-31,0.864
2019-09-01,0.75
2019-09-02,0.8
2019-09-03,0.792
2019-09-04,0.806
2019-09-05,0.77
2019-09-06,0.853
2019-09-07,0.675
2019-09-08,0.667
2019-09-09,0.694
2019-09-10,0.735
