Date,Sentiment
2019-09-11,0.716
2019-09-12,0.818
2019-09-13,0.792
2019-09-14,0.833
2019-09-15,0.774
2019-09-16,0.803
2019-09-17,0.731
2019-09-18,0.812
2019-09-19,0.783
2019-09-20,0.753
2019-09-21,0.812
2019-09-22,0.68
2019-09-23,0.8
2019-09-24,0.789
2019-09-25,0.804
2019-09-26,0.8
2019-09-27,0.71
2019-09-28,0.679
2019-09-29,0.862
2019-09-30,0.743
2019-10-01,0.71
2019-10-02,0.667
2019-10-03,0.746
2019-10-04,0.805
2019-10-05,0.703
2019-10-06,0.652
2019-10-07,0.758
2019-10-08,0.749
2019-10-09,0.724
2019-10-10,0.752
2019-10-11,0.758
2019-10-12,0.933
2019-10-13,0.667
2019-10-14,0.795
2019-10-15,0.788
2019-10-16,0.711
2019-10-17,0.731
2019-10-18,0.75
2019-10-19,0.667
2019-10-20,0.744
2019-10-21,0.699
2019-10-22,0.632
2019-10-23,0.742
2019-10-24,0.762
2019-10-25,0.764
2019-10-26,0.791
2019-10-27,0.831
2019-10-28,0.776
2019-10-29,0.723
2019-10-30,0.829
2019-10-31,0.804
2019-11-01,0.703
2019-11-02,0.68
2019-11-03,0.727
2019-11-04,0.719
2019-11-05,0.767
2019-11-06,0.821
2019-11-07,0.73
2019-11-08,0.732
2019-11-09,0.843
2019-11-10,0.822
2019-11-11,0.787
2019-11-12,0.816
2019-11-13,0.712
2019-11-14,0.711
2019-11-15,0.715
2019-11-16,0.769
2019-11-17,0.865
2019-11-18,0.77
2019-11-19,0.792
2019-11-20,0.783
2019-11-21,0.804
2019-11-22,0.817
2019-11-23,0.712
2019-11-24,0.783
2019-11-25,0.77
2019-11-26,0.805
2019-11-27,0.8
2019-11-28,0.841
2019-11-29,0.774
2019-11-30,0.72
2019-12-01,0.762
2019-12-02,0.756
2019-12-03,0.783
2019-12-04,0.732
2019-12-05,0.752
2019-12-06,0.783
2019-12-07,0.878
2019-12-08,0.657
2019-12-09,0.709
2019-12-10,0.716
2019-12-11,0.692
2019-12-12,0.775
2019-12-13,0.76
2019-12-14,0.795
2019-12-15,0.8
2019-12-16,0.747
2019-12-17,0.853
2019-12-18,0.718
2019-12-19,0.699
2019-12-20,0.809
2019-12-21,0.868
2019-12-22,0.745
2019-12-23,0.678
2019-12-24,0.827
2019-12-25,0.81
2019-12-26,0.771
2019-12-27,0.818
2019-12-28,0.846
2019-12-29,0.889
2019-12-30,0.81
2019-12-31,0.784
