Date,Sentiment
2019-04-12,0.731
2019-04-13,0.824
2019-04-14,0.841
2019-04-15,0.792
2019-04-16,0.798
2019-04-17,0.806
2019-04-18,0.816
2019-04-19,0.723
2019-04-20,0.757
2019-04-21,0.857
2019-04-22,0.796
2019-04-23,0.837
2019-04-24,0.81
2019-04-25,0.865
2019-04-26,0.831
2019-04-27,0.795
2019-04-28,0.829
2019-04-29,0.791
2019-04-30,0.784
2019-05-01,0.755
2019-05-02,0.746
2019-05-03,0.775
2019-05-04,0.856
2019-05-05,0.773
2019-05-06,0.688
2019-05-07,0.679
2019-05-08,0.675
2019-05-09,0.652
2019-05-10,0.722
2019-05-11,0.744
2019-05-12,0.746
2019-05-13,0.692
2019-05-14,0.694
2019-05-15,0.761
2019-05-16,0.754
2019-05-17,0.767
2019-05-18,0.692
2019-05-19,0.756
2019-05-20,0.767
2019-05-21,0.725
2019-05-22,0.656
2019-05-23,0.692
2019-05-24,0.772
2019-05-25,0.833
2019-05-26,0.766
2019-05-27,0.755
2019-05-28,0.794
2019-05-29,0.782
2019-05-30,0.734
2019-05-31,0.747
2019-06-01,0.743
2019-06-02,0.815
2019-06-03,0.623
2019-06-04,0.694
2019-06-05,0.745
2019-06-06,0.713
2019-06-07,0.703
2019-06-08,0.798
2019-06-09,0.826
2019-06-10,0.776
2019-06-11,0.789
2019-06-12,0.706
2019-06-13,0.686
2019-06-14,0.739
2019-06-15,0.803
2019-06-16,0.781
2019-06-17,0.75
2019-06-18,0.763
2019-06-19,0.667
2019-06-20,0.773
2019-06-21,0.761
2019-06-22,0.831
2019-06-23,0.78
2019-06-24,0.76
2019-06-25,0.757
2019-06-26,0.74
2019-06-27,0.712
2019-06-28,0.758
2019-06-29,0.789
2019-06-30,0.832
2019-07-01,0.767
2019-07-02,0.78
2019-07-03,0.755
2019-07-04,0.817
2019-07-05,0.781
2019-07-06,0.833
2019-07-07,0.811
2019-07-08,0.798
2019-07-09,0.747
2019-07-10,0.81
2019-07-11,0.749
2019-07-12,0.833
2019-07-13,0.855
2019-07-14,0.803
2019-07-15,0.826
2019-07-16,0.799
2019-07-17,0.755
2019-07-18,0.762
2019-07-19,0.747
2019-07-20,0.722
2019-07-21,0.775
2019-07-22,0.763
2019-07-23,0.708
2019-07-24,0.703
2019-07-25,0.694
2019-07-26,0.718
2019-07-27,0.841
2019-07-28,0.741
2019-07-29,0.748
2019-07-30,0.739
2019-07-31,0.722
2019-08-01,0.786
2019-08-02,0.684
2019-08-03,0.775
2019-08-04,0.794
2019-08-05,0.754
2019-08-06,0.755
2019-08-07,0.74
2019-08-08,0.756
2019-08-09,0.721
2019-08-10,0.676
2019-08-11,0.769
2019-08-12,0.783
2019-08-13,0.782
2019-08-14,0.716
2019-08-15,0.723
2019-08-16,0.729
2019-08-17,0.673
2019-08-18,0.644
2019-08-19,0.7
2019-08-20,0.65
2019-08-21,0.736
2019-08-22,0.755
2019-08-23,0.649
2019-08-24,0.626
2019-08-25,0.649
2019-08-26,0.739
2019-08-27,0.603
2019-08-28,0.657
2019-08-29,0.731
2019-08-30,0.689
2019-08-31,0.744
2019-09-01,0.652
2019-09-02,0.755
2019-09-03,0.666
2019-09-04,0.724
2019-09-05,0.77
2019-09-06,0.78
2019-09-07,0.809
2019-09-08,0.728
2019-09-09,0.68
2019-09-10,0.781
2019-09-11,0.74
2019-09-12,0.803
2019-09-13,0.784
2019-09-14,0.739
2019-09-15,0.756
2019-09-16,0.749
2019-09-17,0.721
2019-09-18,0.759
2019-09-19,0.822
2019-09-20,0.707
2019-09-21,0.765
2019-09-22,0.729
2019-09-23,0.735
2019-09-24,0.672
2019-09-25,0.772
